title,brand,price,scent,ingredients,size,manifacturer,best_seller_rank,star,ratings,url
"Natural Solution 100% Pure Therapeutic Grade Essential Oil, Uplifting & Relaxing Cinnamon Oil, Perfect for Aromatherapy, Relaxation & Skin Therapy - 10ml",Natural Solution,$11.23,Cinnamon,"Natural Solution 100% Pure natural essential oil with Cinnamon Oil is the most efficient, holistic, remedy for stress relief. Feel CALMER, more relaxed, and enjoy life’ finer moments, without anxiety.",10 Milliliters,‎WBM NJ FOB,"#710,291 in Health & Household (See Top 100 in Health & Household)
#4,288 in Essential Oil Singles",3.6 out of 5 stars,3 ratings,https://www.amazon.com/Therapeutic-Essential-Uplifting-Aromatherapy-Relaxation/dp/B07PR1X7FR/ref=sr_1_204?dchild=1&m=ATVPDKIKX0DER&qid=1625995666&refinements=p_6%3AATVPDKIKX0DER&rnid=331556011&s=hpc&sr=1-204
